entry_time,type,entry_price,exit_time,exit_price,result,profit_unit
2025-10-26 12:25:00,SHORT,3934.48,2025-10-26 12:35:00,3934.89,LOSS,-1.0
2025-10-26 12:26:00,SHORT,3934.13,2025-10-26 12:36:00,3934.09,WIN,0.8
2025-10-26 12:27:00,SHORT,3934.60,2025-10-26 12:37:00,3933.89,WIN,0.8
2025-10-26 13:10:00,SHORT,3939.21,2025-10-26 13:20:00,3939.40,LOSS,-1.0
2025-10-26 13:11:00,SHORT,3939.65,2025-10-26 13:21:00,3938.98,WIN,0.8
2025-10-26 13:12:00,SHORT,3939.93,2025-10-26 13:22:00,3938.37,WIN,0.8
2025-10-26 13:30:00,SHORT,3940.86,2025-10-26 13:40:00,3945.17,LOSS,-1.0
2025-10-26 13:35:00,SHORT,3941.98,2025-10-26 13:45:00,3943.50,LOSS,-1.0
2025-10-26 13:36:00,SHORT,3943.61,2025-10-26 13:46:00,3943.93,LOSS,-1.0
2025-10-26 13:37:00,SHORT,3942.58,2025-10-26 13:47:00,3943.81,LOSS,-1.0
2025-10-26 13:38:00,SHORT,3944.19,2025-10-26 13:48:00,3943.75,WIN,0.8
2025-10-26 13:39:00,SHORT,3944.01,2025-10-26 13:49:00,3944.45,LOSS,-1.0
2025-10-26 15:27:00,LONG,3941.11,2025-10-26 15:37:00,3945.13,WIN,0.8
2025-10-27 01:56:00,LONG,4059.16,2025-10-27 02:06:00,4068.81,WIN,0.8
2025-10-27 01:59:00,LONG,4058.89,2025-10-27 02:09:00,4070.07,WIN,0.8
2025-10-27 04:03:00,LONG,4063.28,2025-10-27 04:13:00,4061.91,LOSS,-1.0
2025-10-27 04:04:00,LONG,4061.00,2025-10-27 04:14:00,4061.91,WIN,0.8
2025-10-27 04:07:00,LONG,4061.52,2025-10-27 04:17:00,4064.66,WIN,0.8
2025-10-27 04:08:00,LONG,4061.26,2025-10-27 04:18:00,4064.67,WIN,0.8
2025-11-01 07:15:00,LONG,3850.60,2025-11-01 07:25:00,3855.01,WIN,0.8
2025-11-01 07:32:00,LONG,3850.35,2025-11-01 07:42:00,3854.71,WIN,0.8
2025-11-01 07:33:00,LONG,3849.62,2025-11-01 07:43:00,3855.52,WIN,0.8
2025-11-01 07:37:00,LONG,3849.55,2025-11-01 07:47:00,3853.89,WIN,0.8
2025-11-01 14:35:00,SHORT,3858.18,2025-11-01 14:45:00,3853.01,WIN,0.8
2025-11-01 17:34:00,LONG,3870.83,2025-11-01 17:44:00,3871.15,WIN,0.8
2025-11-01 17:44:00,LONG,3870.73,2025-11-01 17:54:00,3874.91,WIN,0.8
2025-11-01 17:45:00,LONG,3870.20,2025-11-01 17:55:00,3875.49,WIN,0.8
2025-11-01 18:44:00,SHORT,3876.48,2025-11-01 18:54:00,3877.50,LOSS,-1.0
2025-11-01 18:45:00,SHORT,3877.69,2025-11-01 18:55:00,3875.50,WIN,0.8
2025-11-01 20:48:00,LONG,3875.27,2025-11-01 20:58:00,3875.31,WIN,0.8
2025-11-01 20:49:00,LONG,3874.92,2025-11-01 20:59:00,3875.41,WIN,0.8
2025-11-01 21:21:00,LONG,3872.95,2025-11-01 21:31:00,3873.23,WIN,0.8
2025-11-01 21:26:00,LONG,3871.74,2025-11-01 21:36:00,3871.86,WIN,0.8
2025-11-02 03:33:00,LONG,3870.29,2025-11-02 03:43:00,3874.11,WIN,0.8
2025-11-02 07:58:00,SHORT,3874.99,2025-11-02 08:08:00,3868.99,WIN,0.8
2025-11-02 08:03:00,LONG,3868.62,2025-11-02 08:13:00,3867.74,LOSS,-1.0
2025-11-02 08:04:00,LONG,3868.41,2025-11-02 08:14:00,3869.07,WIN,0.8
2025-11-02 08:05:00,LONG,3868.12,2025-11-02 08:15:00,3869.07,WIN,0.8
2025-11-02 08:06:00,LONG,3867.68,2025-11-02 08:16:00,3867.33,LOSS,-1.0
2025-11-02 08:09:00,LONG,3866.55,2025-11-02 08:19:00,3864.92,LOSS,-1.0
2025-11-02 11:35:00,SHORT,3882.40,2025-11-02 11:45:00,3880.73,WIN,0.8
2025-11-02 11:36:00,SHORT,3881.96,2025-11-02 11:46:00,3880.62,WIN,0.8
2025-11-02 12:05:00,LONG,3875.01,2025-11-02 12:15:00,3881.01,WIN,0.8
2025-11-02 12:12:00,SHORT,3884.16,2025-11-02 12:22:00,3883.88,WIN,0.8
2025-11-02 15:33:00,LONG,3890.59,2025-11-02 15:43:00,3897.15,WIN,0.8
2025-11-02 15:41:00,SHORT,3896.53,2025-11-02 15:51:00,3902.16,LOSS,-1.0
2025-11-02 15:42:00,SHORT,3897.55,2025-11-02 15:52:00,3906.99,LOSS,-1.0
2025-11-02 15:43:00,SHORT,3897.15,2025-11-02 15:53:00,3908.95,LOSS,-1.0
2025-11-03 03:08:00,LONG,3856.61,2025-11-03 03:18:00,3858.26,WIN,0.8
2025-11-03 03:09:00,LONG,3857.38,2025-11-03 03:19:00,3857.66,WIN,0.8
2025-11-03 06:32:00,LONG,3851.74,2025-11-03 06:42:00,3845.47,LOSS,-1.0
2025-11-03 06:33:00,LONG,3851.07,2025-11-03 06:43:00,3845.77,LOSS,-1.0
2025-11-03 06:34:00,LONG,3850.32,2025-11-03 06:44:00,3847.49,LOSS,-1.0
2025-11-03 06:35:00,LONG,3844.08,2025-11-03 06:45:00,3848.43,WIN,0.8
2025-11-03 06:36:00,LONG,3847.20,2025-11-03 06:46:00,3847.01,LOSS,-1.0
2025-11-03 06:37:00,LONG,3844.08,2025-11-03 06:47:00,3845.46,WIN,0.8
2025-11-03 06:38:00,LONG,3843.77,2025-11-03 06:48:00,3849.92,WIN,0.8
